Date,EURO_Rate,Buy,Sell
22/06/2020,119.2779,119.1476,119.4082
19/06/2020,119.4556,119.3235,119.5876
18/06/2020,119.5276,119.4006,119.6547
17/06/2020,120.3221,120.1918,120.4524
16/06/2020,119.8,119.6694,119.9306
15/06/2020,120.53,120.4018,120.6582
12/6/2020,120.9882,120.8553,121.1212
11/6/2020,121.2606,121.13,121.3912
10/6/2020,120.1482,120.0212,120.2753
9/6/2020,120.0959,119.97,120.2218
8/6/2020,120.095,119.9665,120.2235
5/6/2020,119.0588,118.9312,119.1865
4/6/2020,118.8788,118.7524,119.0053
3/6/2020,118.8776,118.75,119.0053
2/6/2020,118.9538,118.8235,119.0841
29/05/2020,117.8065,117.6771,117.9359
28/05/2020,117.9565,117.8312,118.0818
27/05/2020,117.2603,117.1318,117.3888
26/05/2020,116.7238,116.5971,116.8506
22/05/2020,117.5491,117.4253,117.6729
21/05/2020,117.1397,117.0129,117.2665
20/05/2020,116.9862,116.8576,117.1147
19/05/2020,115.3562,115.2347,115.4776
18/05/2020,115.6629,115.5376,115.7882
15/05/2020,115.2753,115.1547,115.3959
14/05/2020,115.8512,115.7294,115.9729
13/05/2020,115.4906,115.3682,115.6129
12/5/2020,114.8362,114.7188,114.9535
11/5/2020,114.9621,114.8382,115.0859
8/5/2020,114.3856,114.2612,114.51
7/5/2020,114.6256,114.5047,114.7465
6/5/2020,115.1941,115.0729,115.3153
5/5/2020,116.6168,116.4947,116.7388
4/5/2020,116.5941,116.4724,116.7159
30/04/2020,116.4162,116.2935,116.5388
29/04/2020,116.6747,116.5512,116.7982
28/04/2020,116.3159,116.1882,116.4435
27/04/2020,115.3815,115.2553,115.5076
24/04/2020,115.6315,115.5029,115.76
23/04/2020,116.3944,116.2682,116.5206
22/04/2020,115.8982,115.7765,116.02
21/04/2020,116.0891,115.9629,116.2153
20/04/2020,115.6982,115.5771,115.8194
17/04/2020,115.4212,115.2959,115.5465
16/04/2020,115.1365,115.0129,115.26
15/04/2020,116.0569,115.9369,116.1769
14/04/2020,115.3624,115.2394,115.4853
9/4/2020,115.1615,115.0394,115.2835
8/4/2020,115.9453,115.8241,116.0665
7/4/2020,114.7524,114.6247,114.88
6/4/2020,114.3891,114.2635,114.5147
3/4/2020,115.2985,115.1712,115.4259
2/4/2020,115.0882,114.9659,115.2106
1/4/2020,115.1185,114.9953,115.2418
31/03/2020,115.3829,115.2606,115.5053
30/03/2020,114.5579,114.4318,114.6841
27/03/2020,115.3644,115.2229,115.5059
26/03/2020,114.8962,114.7647,115.0276
25/03/2020,114.8474,114.7212,114.9735
24/03/2020,114.5574,114.4365,114.6782
23/03/2020,113.4056,113.2835,113.5276
20/03/2020,113.4438,113.3176,113.57
19/03/2020,113.5859,113.4612,113.7106
18/03/2020,114.455,114.3294,114.5806
17/03/2020,115.2647,115.1382,115.3912
16/03/2020,114.4903,114.3629,114.6176
13/03/2020,115.0868,114.96,115.2135
12/3/2020,116.3068,116.1747,116.4388
11/3/2020,116.7521,116.6235,116.8806
10/3/2020,116.9206,116.7906,117.0506
9/3/2020,116.3194,116.1888,116.45
6/3/2020,114.7432,114.6141,114.8724
5/3/2020,114.5374,114.4082,114.6665
4/3/2020,113.6935,113.5688,113.8182
3/3/2020,112.9785,112.8476,113.1094
2/3/2020,111.0847,110.9571,111.2124
28/02/2020,110.7838,110.6594,110.9082
27/02/2020,109.6206,109.4941,109.7471
26/02/2020,109.6585,109.5341,109.7829
25/02/2020,109.4276,109.3059,109.5494
24/02/2020,109.3397,109.2188,109.4606
21/02/2020,109.3694,109.2465,109.4924
20/02/2020,109.3179,109.1935,109.4424
19/02/2020,109.2621,109.1412,109.3829
18/02/2020,109.3438,109.2276,109.46
17/02/2020,109.0782,108.9553,109.2012
14/02/2020,109.2485,109.1247,109.3724
13/02/2020,109.8215,109.6988,109.9441
12/2/2020,110.1785,110.0559,110.3012
10/2/2020,110.2776,110.1488,110.4065
7/2/2020,110.5191,110.4006,110.6376
6/2/2020,110.5738,110.4547,110.6929
5/2/2020,110.9097,110.7865,111.0329
4/2/2020,111.1259,111.0053,111.2465
3/2/2020,110.9471,110.8253,111.0688
31/01/2020,110.8976,110.7747,111.0206
30/01/2020,110.7968,110.6724,110.9212
29/01/2020,111.0515,110.9294,111.1735
28/01/2020,111.3003,111.1753,111.4253
27/01/2020,111.3518,111.23,111.4735
27/01/2020,111.3518,111.23,111.4735
24/01/2020,111.8703,111.7418,111.9988
23/01/2020,111.8291,111.7076,111.9506
22/01/2020,112.2206,112.0994,112.3418
21/01/2020,112.0218,111.9047,112.1388
20/01/2020,112.0868,111.9641,112.2094
17/01/2020,112.6926,112.5729,112.8124
16/01/2020,112.9676,112.8441,113.0912
15/01/2020,112.675,112.5488,112.8012
14/01/2020,112.9147,112.7876,113.0418
13/01/2020,112.5697,112.4394,112.7
10/1/2020,112.9035,112.7806,113.0265
9/1/2020,112.8497,112.7229,112.9765
8/1/2020,113.1079,112.98,113.2359
7/1/2020,113.1424,113.0176,113.2671
6/1/2020,112.5447,112.4218,112.6676
3/1/2020,113.0779,112.95,113.2059
2/1/2020,113.5638,113.4376,113.69
