Date,POUND_Rate,Buy,Sell
9/12/2020,148.8782,148.7253,149.0312
8/12/2020,148.1979,148.0447,148.3512
7/12/2020,149.7868,149.63,149.9435
4/12/2020,148.7424,148.5888,148.8959
3/12/2020,147.8018,147.6512,147.9524
2/12/2020,146.9094,146.7565,147.0624
1/12/2020,146.8618,146.7112,147.0124
30/11/2020,146.7241,146.5741,146.8741
27/11/2020,146.7744,146.6271,146.9218
26/11/2020,146.5291,146.3782,146.68
25/11/2020,146.2806,146.13,146.4312
24/11/2020,146.5826,146.4312,146.7341
23/11/2020,145.355,145.2041,145.5059
20/11/2020,144.8474,144.6982,144.9965
19/11/2020,145.0541,144.9024,145.2059
18/11/2020,144.6788,144.5288,144.8288
17/11/2020,144.1744,144.0259,144.3229
16/11/2020,143.7244,143.5771,143.8718
13/11/2020,143.5912,143.4441,143.7382
12/11/2020,144.6374,144.4859,144.7888
11/11/2020,144.4568,144.3041,144.6094
10/11/2020,143.37,143.2218,143.5182
9/11/2020,142.8565,142.7076,143.0053
6/11/2020,142.4056,142.2576,142.5535
5/11/2020,141.5612,141.4118,141.7106
4/11/2020,141.3897,141.2424,141.5371
3/11/2020,140.7709,140.6218,140.92
2/11/2020,141.0112,140.8641,141.1582
30/10/2020,141.1638,141.0171,141.3106
29/10/2020,141.0576,140.9076,141.2076
28/10/2020,141.91,141.7653,142.0547
27/10/2020,141.7647,141.6129,141.9165
26/10/2020,142.1418,141.9929,142.2906
23/10/2020,142.3009,142.1553,142.4465
22/10/2020,141.9376,141.7918,142.0835
21/10/2020,141.2724,141.1253,141.4194
19/10/2020,140.3059,140.1624,140.4494
16/10/2020,140.6221,140.4712,140.7729
15/10/2020,141.2921,141.1453,141.4388
14/10/2020,141.1847,141.0365,141.3329
13/10/2020,141.5091,141.3676,141.6506
12/10/2020,140.3521,140.2082,140.4959
9/10/2020,140.0894,139.9429,140.2359
8/10/2020,139.9879,139.84,140.1359
7/10/2020,140.5318,140.3829,140.6806
6/10/2020,140.4853,140.3382,140.6324
5/10/2020,140.3291,140.1794,140.4788
2/10/2020,140.2459,140.0988,140.3929
1/10/2020,139.3074,139.1606,139.4541
30/09/2020,139.5138,139.3624,139.6653
29/09/2020,139.6179,139.4682,139.7676
28/09/2020,138.3229,138.1747,138.4712
25/09/2020,138.3824,138.2459,138.5188
24/09/2020,137.9547,137.8106,138.0988
23/09/2020,139.1532,139.0041,139.3024
22/09/2020,139.3747,139.2229,139.5265
21/09/2020,140.44,140.29,140.59
18/09/2020,139.7582,139.6094,139.9071
17/09/2020,140.5494,140.4012,140.6976
16/09/2020,140.3215,140.1718,140.4712
15/09/2020,139.4785,139.3324,139.6247
14/09/2020,139.0579,138.91,139.2059
11/9/2020,140.7029,140.5541,140.8518
10/9/2020,140.3356,140.1871,140.4841
9/9/2020,141.9341,141.7824,142.0859
8/9/2020,142.8015,142.6518,142.9512
7/9/2020,143.9765,143.8235,144.1294
4/9/2020,143.7732,143.6218,143.9247
3/9/2020,144.62,144.4653,144.7747
2/9/2020,145.8438,145.6959,145.9918
1/9/2020,143.7585,143.6088,143.9082
31/08/2020,143.4982,143.3488,143.6476
28/08/2020,142.8294,142.6782,142.9806
27/08/2020,142.1985,142.05,142.3471
26/08/2020,142.0174,141.8688,142.1659
25/08/2020,141.7709,141.6212,141.9206
24/08/2020,141.7571,141.6076,141.9065
21/08/2020,141.8818,141.73,142.0335
20/08/2020,143.4744,143.3276,143.6212
19/08/2020,143.2359,143.0906,143.3812
18/08/2020,141.8279,141.68,141.9759
17/08/2020,141.97,141.8224,142.1176
14/08/2020,141.7353,141.5882,141.8824
13/08/2020,141.24,141.0912,141.3888
12/8/2020,141.9809,141.83,142.1318
11/8/2020,141.2512,141.1035,141.3988
10/8/2020,141.3259,141.1794,141.4724
7/8/2020,142.1035,141.9559,142.2512
6/8/2020,141.7159,141.5653,141.8665
5/8/2020,140.5203,140.3718,140.6688
4/8/2020,140.4224,140.2759,140.5688
3/8/2020,140.1615,140.0135,140.3094
30/07/2020,139.6253,139.4776,139.7729
29/07/2020,138.6679,138.5218,138.8141
28/07/2020,138.5803,138.4318,138.7288
27/07/2020,137.4712,137.3259,137.6165
24/07/2020,137.4215,137.2776,137.5653
23/07/2020,137.4788,137.3365,137.6212
22/07/2020,136.9509,136.8012,137.1006
21/07/2020,135.9012,135.7612,136.0412
20/07/2020,134.5568,134.4176,134.6959
17/07/2020,134.9209,134.7776,135.0641
16/07/2020,135.0097,134.8706,135.1488
15/07/2020,134.3471,134.2053,134.4888
14/07/2020,135.1476,135.0035,135.2918
13/07/2020,135.0732,134.9276,135.2188
10/7/2020,135.2103,135.0671,135.3535
9/7/2020,134.1871,134.0429,134.3312
8/7/2020,133.5115,133.3694,133.6535
7/7/2020,133.2712,133.1288,133.4135
6/7/2020,132.8088,132.6641,132.9535
3/7/2020,133.3144,133.1682,133.4606
2/7/2020,132.0062,131.8653,132.1471
1/7/2020,131.1782,131.0376,131.3188
30/06/2020,131.1706,131.0324,131.3088
29/06/2020,131.8044,131.6618,131.9471
26/06/2020,132.565,132.4241,132.7059
25/06/2020,132.8494,132.7082,132.9906
24/06/2020,132.7829,132.6429,132.9229
23/06/2020,132.2053,132.0624,132.3482
22/06/2020,131.6341,131.49,131.7782
19/06/2020,132.7603,132.6159,132.9047
18/06/2020,133.4697,133.3235,133.6159
17/06/2020,134.6179,134.4812,134.7547
16/06/2020,133.5435,133.3994,133.6876
15/06/2020,134.4394,134.2976,134.5812
12/6/2020,134.9171,134.7706,135.0635
11/6/2020,136.3197,136.1753,136.4641
10/6/2020,134.6794,134.5335,134.8253
9/6/2020,134.6953,134.5506,134.84
8/6/2020,134.5465,134.4035,134.6894
5/6/2020,132.9618,132.8218,133.1018
4/6/2020,133.4874,133.3382,133.6365
3/6/2020,133.5076,133.3624,133.6529
2/6/2020,131.9976,131.8571,132.1382
29/05/2020,131.1438,131,131.2876
28/05/2020,131.8571,131.7159,131.9982
27/05/2020,131.6135,131.4647,131.7624
26/05/2020,130.3782,130.2329,130.5235
22/05/2020,130.7971,130.6553,130.9388
21/05/2020,131.0956,130.9518,131.2394
20/05/2020,130.7753,130.6318,130.9188
19/05/2020,129.9703,129.8218,130.1188
18/05/2020,130.3538,130.2094,130.4982
15/05/2020,130.3235,130.1859,130.4612
14/05/2020,131.4182,131.2776,131.5588
13/05/2020,131.6353,131.4924,131.7782
12/5/2020,130.8726,130.7271,131.0182
11/5/2020,131.2644,131.1241,131.4047
8/5/2020,130.5821,130.4429,130.7212
7/5/2020,131.2959,131.1506,131.4412
6/5/2020,132.4326,132.2912,132.5741
5/5/2020,132.7226,132.5753,132.87
4/5/2020,133.9747,133.8318,134.1176
30/04/2020,133.0885,132.9494,133.2276
29/04/2020,133.9788,133.8335,134.1241
28/04/2020,133.2388,133.1035,133.3741
27/04/2020,132.0974,131.9518,132.2429
24/04/2020,132.4547,132.3135,132.5959
23/04/2020,132.4224,132.2829,132.5618
22/04/2020,131.5962,131.4594,131.7329
21/04/2020,133.0094,132.8635,133.1553
20/04/2020,132.9618,132.8224,133.1012
17/04/2020,132.4941,132.3488,132.6394
16/04/2020,132.055,131.9171,132.1929
15/04/2020,133.0856,132.9369,133.2344
14/04/2020,131.5444,131.4024,131.6865
9/4/2020,131.04,130.8988,131.1812
8/4/2020,131.46,131.3159,131.6041
7/4/2020,130.4447,130.2988,130.5906
6/4/2020,129.8194,129.6794,129.9594
3/4/2020,131.2306,131.0865,131.3747
2/4/2020,130.5315,130.3894,130.6735
1/4/2020,129.7535,129.61,129.8971
31/03/2020,129.8729,129.7294,130.0165
30/03/2020,127.695,127.5441,127.8459
27/03/2020,125.9556,125.81,126.1012
26/03/2020,125.5421,125.3912,125.6929
25/03/2020,125.3638,125.2229,125.5047
24/03/2020,123.8462,123.7024,123.99
23/03/2020,124.9979,124.86,125.1359
20/03/2020,122.0418,121.9047,122.1788
19/03/2020,122.9991,122.8565,123.1418
18/03/2020,125.5538,125.4147,125.6929
17/03/2020,126.6029,126.4635,126.7424
16/03/2020,128.4491,128.31,128.5882
13/03/2020,129.6476,129.5029,129.7924
12/3/2020,132.7244,132.5759,132.8729
11/3/2020,133.7529,133.6065,133.8994
10/3/2020,134.4926,134.3394,134.6459
9/3/2020,133.4788,133.3312,133.6265
6/3/2020,132.4474,132.3029,132.5918
5/3/2020,131.875,131.7294,132.0206
4/3/2020,130.7918,130.6476,130.9359
3/3/2020,129.5688,129.4206,129.7171
2/3/2020,130.155,130.01,130.3
28/02/2020,130.1132,129.9671,130.2594
27/02/2020,130.5321,130.3865,130.6776
26/02/2020,131.1882,131.0435,131.3329
25/02/2020,130.5915,130.4435,130.7394
24/02/2020,130.8259,130.6782,130.9735
21/02/2020,130.3853,130.2382,130.5324
20/02/2020,131.4485,131.3041,131.5929
19/02/2020,131.7156,131.5694,131.8618
18/02/2020,131.1812,131.0376,131.3247
17/02/2020,130.9,130.7582,131.0418
14/02/2020,131.0362,130.8894,131.1829
13/02/2020,130.5671,130.4259,130.7082
12/2/2020,130.1809,130.0371,130.3247
10/2/2020,130.1541,130.0053,130.3029
7/2/2020,130.1315,129.9818,130.2812
6/2/2020,130.9885,130.8394,131.1376
5/2/2020,130.8174,130.6676,130.9671
4/2/2020,131.1679,131.0218,131.3141
3/2/2020,131.8724,131.7253,132.0194
31/01/2020,131.6888,131.5382,131.8394
30/01/2020,130.9476,130.8006,131.0947
29/01/2020,131.2606,131.1129,131.4082
28/01/2020,131.8588,131.7135,132.0041
27/01/2020,132.0571,131.9094,132.2047
27/01/2020,132.0571,131.9094,132.2047
24/01/2020,132.3906,132.2424,132.5388
23/01/2020,132.3712,132.2194,132.5229
22/01/2020,132.0244,131.8818,132.1671
21/01/2020,131.4374,131.2894,131.5853
20/01/2020,131.7556,131.6053,131.9059
17/01/2020,131.8788,131.7276,132.03
16/01/2020,131.8447,131.6994,131.99
15/01/2020,131.6138,131.4653,131.7624
14/01/2020,131.8088,131.6576,131.96
13/01/2020,132.6162,132.4718,132.7606
10/1/2020,132.5247,132.3759,132.6735
9/1/2020,132.9812,132.8294,133.1329
8/1/2020,132.8526,132.7,133.0053
7/1/2020,132.8038,132.6547,132.9529
6/1/2020,132.1965,132.0441,132.3488
3/1/2020,133.1229,132.9741,133.2718
2/1/2020,133.3112,133.1629,133.4594
