Date,USD_Rate,Buy,Sell
31/08/2020,108.2088,108.1088,108.3088
28/08/2020,108.2221,108.1224,108.3218
27/08/2020,108.1529,108.0529,108.2529
26/08/2020,108.1203,108.0206,108.22
25/08/2020,108.0379,107.9382,108.1376
24/08/2020,108.0147,107.9147,108.1147
21/08/2020,108.0088,107.9088,108.1088
20/08/2020,108.5588,108.4588,108.6588
19/08/2020,108.4206,108.3206,108.5206
18/08/2020,108.3129,108.2129,108.4129
17/08/2020,108.3185,108.2188,108.4182
14/08/2020,108.2897,108.19,108.3894
13/08/2020,108.3918,108.2918,108.4918
12/8/2020,108.3329,108.2329,108.4329
11/8/2020,108.1162,108.0165,108.2159
10/8/2020,108.0294,107.9294,108.1294
7/8/2020,108.0024,107.9024,108.1024
6/8/2020,107.9459,107.8459,108.0459
5/8/2020,107.8941,107.7941,107.9941
4/8/2020,107.8174,107.7176,107.9171
3/8/2020,107.7118,107.6118,107.8118
30/07/2020,107.7074,107.6076,107.8071
29/07/2020,107.7118,107.6118,107.8118
28/07/2020,107.7191,107.6188,107.8194
27/07/2020,107.7888,107.6888,107.8888
24/07/2020,108.02,107.92,108.12
23/07/2020,108.1288,108.0288,108.2288
22/07/2020,107.8797,107.78,107.9794
21/07/2020,107.6209,107.5212,107.7206
20/07/2020,107.4329,107.3329,107.5329
17/07/2020,107.4582,107.3582,107.5582
16/07/2020,107.3494,107.2494,107.4494
15/07/2020,107.285,107.1853,107.3847
14/07/2020,107.1471,107.0476,107.2465
13/07/2020,107.0512,106.9512,107.1512
10/7/2020,106.9003,106.8006,107
9/7/2020,106.9618,106.8618,107.0618
8/7/2020,106.7471,106.6471,106.8471
7/7/2020,106.5912,106.4912,106.6912
6/7/2020,106.6106,106.5106,106.7106
3/7/2020,106.6662,106.5665,106.7659
2/7/2020,106.54,106.44,106.64
1/7/2020,106.5488,106.4488,106.6488
30/06/2020,106.5224,106.4224,106.6224
29/06/2020,106.4576,106.3576,106.5576
26/06/2020,106.51,106.41,106.61
25/06/2020,106.4029,106.3029,106.5029
24/06/2020,106.3694,106.2694,106.4694
23/06/2020,106.4194,106.3194,106.5194
22/06/2020,106.3265,106.2265,106.4265
19/06/2020,106.2882,106.1882,106.3882
18/06/2020,106.3206,106.2206,106.4206
17/06/2020,106.4853,106.3853,106.5853
16/06/2020,106.4912,106.3912,106.5912
15/06/2020,106.45,106.35,106.55
12/6/2020,106.5047,106.4047,106.6047
11/6/2020,106.5971,106.4971,106.6971
10/6/2020,106.43,106.33,106.53
9/6/2020,106.2971,106.1971,106.3971
8/6/2020,106.14,106.04,106.24
5/6/2020,106.0871,105.9871,106.1871
4/6/2020,106.1235,106.0235,106.2235
3/6/2020,106.4488,106.3488,106.5488
2/6/2020,106.7982,106.6982,106.8982
29/05/2020,106.9435,106.8435,107.0435
28/05/2020,107.0265,106.9265,107.1265
27/05/2020,107.1088,107.0088,107.2088
26/05/2020,107.0076,106.9076,107.1076
22/05/2020,106.9694,106.8694,107.0694
21/05/2020,106.8894,106.7894,106.9894
20/05/2020,106.8,106.7,106.9
19/05/2020,106.69,106.59,106.79
18/05/2020,107.0353,106.9353,107.1353
15/05/2020,106.8112,106.7112,106.9112
14/05/2020,106.5947,106.4947,106.6947
13/05/2020,106.5276,106.4276,106.6276
12/5/2020,106.1385,106.0388,106.2382
11/5/2020,106.0268,105.9271,106.1265
8/5/2020,106.0088,105.9088,106.1088
7/5/2020,106.0768,105.9771,106.1765
6/5/2020,106.3091,106.2094,106.4088
5/5/2020,106.6091,106.5094,106.7088
4/5/2020,107.265,107.1653,107.3647
30/04/2020,107.2915,107.1918,107.3912
29/04/2020,107.275,107.1753,107.3747
28/04/2020,107.2382,107.1382,107.3382
27/04/2020,106.9265,106.8265,107.0265
24/04/2020,107.2444,107.1447,107.3441
23/04/2020,107.1412,107.0412,107.2412
22/04/2020,106.9941,106.8941,107.0941
21/04/2020,106.8824,106.7824,106.9824
20/04/2020,106.7941,106.6941,106.8941
17/04/2020,106.2029,106.1029,106.3029
16/04/2020,105.9088,105.8088,106.0088
15/04/2020,105.9034,105.8038,106.0031
14/04/2020,105.9088,105.8088,106.0088
9/4/2020,106.0035,105.9035,106.1035
8/4/2020,106.4741,106.3741,106.5741
7/4/2020,106.1765,106.0765,106.2765
6/4/2020,105.905,105.8053,106.0047
3/4/2020,105.6653,105.5653,105.7653
2/4/2020,105.1882,105.0853,105.2912
1/4/2020,105.1106,105.0076,105.2135
31/03/2020,104.6926,104.5929,104.7924
30/03/2020,104.4474,104.3447,104.55
27/03/2020,105.1147,105.0147,105.2147
26/03/2020,106.1971,106.0971,106.2971
25/03/2020,106.4206,106.3176,106.5235
24/03/2020,106.5441,106.4382,106.65
23/03/2020,106.0118,105.9029,106.1206
20/03/2020,105.0971,104.9941,105.2
19/03/2020,104.2235,104.1235,104.3235
18/03/2020,103.7206,103.6206,103.8206
17/03/2020,103.3853,103.2853,103.4853
16/03/2020,102.9,102.8029,102.9971
13/03/2020,102.4235,102.3206,102.5265
12/3/2020,102.4735,102.3735,102.5735
11/3/2020,102.7015,102.6029,102.8
10/3/2020,102.8982,102.7982,102.9982
9/3/2020,102.6735,102.5735,102.7735
6/3/2020,102.5529,102.4529,102.6529
5/3/2020,102.8912,102.7912,102.9912
4/3/2020,102.3765,102.2765,102.4765
3/3/2020,101.3735,101.2735,101.4735
2/3/2020,101.1647,101.0647,101.2647
28/02/2020,100.9824,100.8824,101.0824
27/02/2020,100.9265,100.8265,101.0265
26/02/2020,101.13,101.03,101.23
25/02/2020,101.15,101.05,101.25
24/02/2020,101.2324,101.1324,101.3324
21/02/2020,101.2853,101.1853,101.3853
20/02/2020,101.2482,101.1482,101.3482
19/02/2020,101.0824,100.9824,101.1824
18/02/2020,100.8853,100.7853,100.9853
17/02/2020,100.6153,100.5153,100.7153
14/02/2020,100.5794,100.4794,100.6794
13/02/2020,100.6924,100.5924,100.7924
12/2/2020,100.6265,100.5265,100.7265
10/2/2020,100.5794,100.4794,100.6794
7/2/2020,100.4471,100.3471,100.5471
6/2/2020,100.3853,100.2853,100.4853
5/2/2020,100.3512,100.2512,100.4512
4/2/2020,100.4618,100.3618,100.5618
3/2/2020,100.4412,100.3412,100.5412
31/01/2020,100.585,100.4853,100.6847
30/01/2020,100.7471,100.6471,100.8471
29/01/2020,100.8735,100.7735,100.9735
28/01/2020,100.8715,100.7718,100.9712
27/01/2020,100.8765,100.7765,100.9765
27/01/2020,100.8765,100.7765,100.9765
24/01/2020,100.8553,100.7553,100.9553
23/01/2020,100.8735,100.7735,100.9735
22/01/2020,101.0324,100.9324,101.1324
21/01/2020,101.0971,100.9971,101.1971
20/01/2020,100.9471,100.8471,101.0471
17/01/2020,100.9735,100.8735,101.0735
16/01/2020,101.3835,101.2835,101.4835
15/01/2020,101.3912,101.2912,101.4912
14/01/2020,101.4912,101.3912,101.5912
13/01/2020,101.3412,101.2412,101.4412
10/1/2020,101.5929,101.4929,101.6929
9/1/2020,101.4688,101.3688,101.5688
8/1/2020,101.2588,101.1588,101.3588
7/1/2020,101.0618,100.9618,101.1618
6/1/2020,100.9806,100.8806,101.0806
3/1/2020,100.9588,100.8588,101.0588
2/1/2020,101.3429,101.2429,101.4429
